식당명,주소,위도,경도,거리(km),"{ name: '식당명', address: '주소', latitude: 위도, longitude: 경도, distance: 거리(km) },",,,,,
대성각,경기도 성남시 수정구 고등동 419-9 1층 ,37.42770592,127.1022995,1.37,"{ name: '대성각', address: '경기도 성남시 수정구 고등동 419-9 1층 ', latitude: 37.42770592, longitude: 127.1022995, distance: 1.37 },",,,,,
디오커피,경기도 성남시 수정구 고등동 603 111호,37.42737857,127.0937335,1.37,"{ name: '디오커피', address: '경기도 성남시 수정구 고등동 603 111호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
만랩커피,경기도 성남시 수정구 고등동 603 102호,37.42737857,127.0937335,1.37,"{ name: '만랩커피', address: '경기도 성남시 수정구 고등동 603 102호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
매머드익스프레스 성남고등반도점,경기도 성남시 수정구 고등동 603 105호,37.42737857,127.0937335,1.37,"{ name: '매머드익스프레스 성남고등반도점', address: '경기도 성남시 수정구 고등동 603 105호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
본죽앤비빔밥,경기도 성남시 수정구 고등동 603 110호,37.42737857,127.0937335,1.37,"{ name: '본죽앤비빔밥', address: '경기도 성남시 수정구 고등동 603 110호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
블루 웨이브 커피,경기도 성남시 수정구 고등동 603 125호 일부 ,37.42737857,127.0937335,1.37,"{ name: '블루 웨이브 커피', address: '경기도 성남시 수정구 고등동 603 125호 일부 ', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
선비칼국수 성남고등점,"경기도 성남시 수정구 고등동 603 1층 144호,145호 ",37.42737857,127.0937335,1.37,"{ name: '선비칼국수 성남고등점', address: '경기도 성남시 수정구 고등동 603 1층 144호,145호 ', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
오페라빈,경기도 성남시 수정구 고등동 603 반도IVY VALLEY 1층 109호 ,37.42737857,127.0937335,1.37,"{ name: '오페라빈', address: '경기도 성남시 수정구 고등동 603 반도IVY VALLEY 1층 109호 ', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
이새분식,경기도 성남시 수정구 고등동 603 1층 136호~137호 ,37.42737857,127.0937335,1.37,"{ name: '이새분식', address: '경기도 성남시 수정구 고등동 603 1층 136호~137호 ', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
청년한우 투플,경기도 성남시 수정구 사송동 산 26 지층 ,37.41529324,127.1141085,1.37,"{ name: '청년한우 투플', address: '경기도 성남시 수정구 사송동 산 26 지층 ', latitude: 37.41529324, longitude: 127.1141085, distance: 1.37 },",,,,,
포시애틀 성남고등점,경기도 성남시 수정구 고등동 603 103호,37.42737857,127.0937335,1.37,"{ name: '포시애틀 성남고등점', address: '경기도 성남시 수정구 고등동 603 103호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
하루엔소쿠 성남고등지구점,경기도 성남시 수정구 고등동 603 반도아이비밸리 104호,37.42737857,127.0937335,1.37,"{ name: '하루엔소쿠 성남고등지구점', address: '경기도 성남시 수정구 고등동 603 반도아이비밸리 104호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
한성양꼬치,경기도 성남시 수정구 고등동 595-7 ,37.42773921,127.0953602,1.37,"{ name: '한성양꼬치', address: '경기도 성남시 수정구 고등동 595-7 ', latitude: 37.42773921, longitude: 127.0953602, distance: 1.37 },",,,,,
호텔더일마,경기도 성남시 수정구 사송동 482-2 1(일부)층 ,37.41184211,127.1133143,1.37,"{ name: '호텔더일마', address: '경기도 성남시 수정구 사송동 482-2 1(일부)층 ', latitude: 37.41184211, longitude: 127.1133143, distance: 1.37 },",,,,,
아구홀릭해물찜,경기도 성남시 수정구 고등동 595-10 1층 전체 ,37.4277479,127.0949718,1.38,"{ name: '아구홀릭해물찜', address: '경기도 성남시 수정구 고등동 595-10 1층 전체 ', latitude: 37.4277479, longitude: 127.0949718, distance: 1.38 },",,,,,
커피베이성남고등지구점,"경기도 성남시 수정구 고등동 594-8 지상1층(101호),지하1층 ",37.42791656,127.0955373,1.38,"{ name: '커피베이성남고등지구점', address: '경기도 성남시 수정구 고등동 594-8 지상1층(101호),지하1층 ', latitude: 37.42791656, longitude: 127.0955373, distance: 1.38 },",,,,,
교촌치킨 고등점,경기도 성남시 수정구 고등동 595-11 1층 ,37.42782513,127.0948404,1.39,"{ name: '교촌치킨 고등점', address: '경기도 성남시 수정구 고등동 595-11 1층 ', latitude: 37.42782513, longitude: 127.0948404, distance: 1.39 },",,,,,
풀무원푸드앤컬처 넥다인,경기도 성남시 분당구 삼평동 621 판교 이노밸리  A동 1층 일부 ,37.40333176,127.1010314,1.39,"{ name: '풀무원푸드앤컬처 넥다인', address: '경기도 성남시 분당구 삼평동 621 판교 이노밸리  A동 1층 일부 ', latitude: 37.40333176, longitude: 127.1010314, distance: 1.39 },",,,,,
또아리,경기도 성남시 수정구 금토동 146 1층 ,37.41490976,127.0828522,1.4,"{ name: '또아리', address: '경기도 성남시 수정구 금토동 146 1층 ', latitude: 37.41490976, longitude: 127.0828522, distance: 1.4 },",,,,,
오페라빈,경기도 성남시 수정구 고등동 594-9 1층 ,37.42799488,127.0954042,1.4,"{ name: '오페라빈', address: '경기도 성남시 수정구 고등동 594-9 1층 ', latitude: 37.42799488, longitude: 127.0954042, distance: 1.4 },",,,,,
우리맛고기,경기도 성남시 수정구 고등동 595-12 1층 ,37.42790254,127.094709,1.4,"{ name: '우리맛고기', address: '경기도 성남시 수정구 고등동 595-12 1층 ', latitude: 37.42790254, longitude: 127.094709, distance: 1.4 },",,,,,
고짜진심,경기도 성남시 수정구 고등동 595-13 1층 ,37.42797977,127.0945775,1.41,"{ name: '고짜진심', address: '경기도 성남시 수정구 고등동 595-13 1층 ', latitude: 37.42797977, longitude: 127.0945775, distance: 1.41 },",,,,,
세븐일레븐 판교스타트업캠퍼스점,경기도 성남시 분당구 삼평동 698 판교테크노밸리 스타트업 캠퍼스 2층 일부호 ,37.40458843,127.1062448,1.41,"{ name: '세븐일레븐 판교스타트업캠퍼스점', address: '경기도 성남시 분당구 삼평동 698 판교테크노밸리 스타트업 캠퍼스 2층 일부호 ', latitude: 37.40458843, longitude: 127.1062448, distance: 1.41 },",,,,,
세븐일레븐 판교타워점,경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 109 일부호 ,37.40304811,127.0993368,1.41,"{ name: '세븐일레븐 판교타워점', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 109 일부호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
송도갈비 판교점 (주)신화아이푸드,경기도 성남시 분당구 삼평동 617 판교테크노밸리브릿타워 1층 124~132호 ,37.40304811,127.0993368,1.41,"{ name: '송도갈비 판교점 (주)신화아이푸드', address: '경기도 성남시 분당구 삼평동 617 판교테크노밸리브릿타워 1층 124~132호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
써브웨이 판교브릿지타워점,경기도 성남시 분당구 삼평동 617 판교테크노밸리브릿지타워 지하1층 B106호 ,37.40304811,127.0993368,1.41,"{ name: '써브웨이 판교브릿지타워점', address: '경기도 성남시 분당구 삼평동 617 판교테크노밸리브릿지타워 지하1층 B106호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
알레그리아 판교브릿지타워점,"경기도 성남시 분당구 삼평동 617 판교테크노밸리 브릿지타워 지하1층 B102호, B103호 ",37.40304811,127.0993368,1.41,"{ name: '알레그리아 판교브릿지타워점', address: '경기도 성남시 분당구 삼평동 617 판교테크노밸리 브릿지타워 지하1층 B102호, B103호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
율리아테이블,경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 105호 ,37.40304811,127.0993368,1.41,"{ name: '율리아테이블', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 105호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
최고야 전국5대짬뽕,"경기도 성남시 분당구 삼평동 617 판교브릿지타워 1층 116,117호 ",37.40304811,127.0993368,1.41,"{ name: '최고야 전국5대짬뽕', address: '경기도 성남시 분당구 삼평동 617 판교브릿지타워 1층 116,117호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
카페할로나,경기도 성남시 분당구 삼평동 698 판교테크노밸리 스타트업 캠퍼스 1층 일부 ,37.40458843,127.1062448,1.41,"{ name: '카페할로나', address: '경기도 성남시 분당구 삼평동 698 판교테크노밸리 스타트업 캠퍼스 1층 일부 ', latitude: 37.40458843, longitude: 127.1062448, distance: 1.41 },",,,,,
키친박스,경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 108호 ,37.40304811,127.0993368,1.41,"{ name: '키친박스', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 108호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
킨파,"경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 106,107호 ",37.40304811,127.0993368,1.41,"{ name: '킨파', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 106,107호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
파이드파이퍼(Pied Piper),경기도 성남시 분당구 삼평동 617 브릿지 타워 지하1층 B105호 ,37.40304811,127.0993368,1.41,"{ name: '파이드파이퍼(Pied Piper)', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 지하1층 B105호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
화우재,경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 110호 ,37.40304811,127.0993368,1.41,"{ name: '화우재', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 1층 110호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
히글리,경기도 성남시 분당구 삼평동 617 브릿지 타워 지하1층 B101호 ,37.40304811,127.0993368,1.41,"{ name: '히글리', address: '경기도 성남시 분당구 삼평동 617 브릿지 타워 지하1층 B101호 ', latitude: 37.40304811, longitude: 127.0993368, distance: 1.41 },",,,,,
고등식당,경기도 성남시 수정구 고등동 396-8 1층(일부) ,37.42790265,127.1032938,1.42,"{ name: '고등식당', address: '경기도 성남시 수정구 고등동 396-8 1층(일부) ', latitude: 37.42790265, longitude: 127.1032938, distance: 1.42 },",,,,,
달해회수산,경기도 성남시 수정구 고등동 594-5 1층 ,37.42819573,127.0953864,1.42,"{ name: '달해회수산', address: '경기도 성남시 수정구 고등동 594-5 1층 ', latitude: 37.42819573, longitude: 127.0953864, distance: 1.42 },",,,,,
이길구통닭,경기도 성남시 수정구 고등동 595-14 1층 ,37.42805701,127.094446,1.42,"{ name: '이길구통닭', address: '경기도 성남시 수정구 고등동 595-14 1층 ', latitude: 37.42805701, longitude: 127.094446, distance: 1.42 },",,,,,
진아네,경기도 성남시 수정구 사송동 668-2 1층 일부호 ,37.4200603,127.1137842,1.42,"{ name: '진아네', address: '경기도 성남시 수정구 사송동 668-2 1층 일부호 ', latitude: 37.4200603, longitude: 127.1137842, distance: 1.42 },",,,,,
장미계,경기도 성남시 수정구 고등동 396-24 1층 ,37.42785107,127.1038607,1.43,"{ name: '장미계', address: '경기도 성남시 수정구 고등동 396-24 1층 ', latitude: 37.42785107, longitude: 127.1038607, distance: 1.43 },",,,,,
큰소머리국밥,경기도 성남시 수정구 고등동 397-5 1층 ,37.42808039,127.1031273,1.43,"{ name: '큰소머리국밥', address: '경기도 성남시 수정구 고등동 397-5 1층 ', latitude: 37.42808039, longitude: 127.1031273, distance: 1.43 },",,,,,
담아가,"경기도 성남시 수정구 고등동 592 호반써밋 판교밸리,1층107호 ",37.42850627,127.0963261,1.44,"{ name: '담아가', address: '경기도 성남시 수정구 고등동 592 호반써밋 판교밸리,1층107호 ', latitude: 37.42850627, longitude: 127.0963261, distance: 1.44 },",,,,,
명동칼국수,경기도 성남시 수정구 고등동 594-3 1층 ,37.42835047,127.0951233,1.44,"{ name: '명동칼국수', address: '경기도 성남시 수정구 고등동 594-3 1층 ', latitude: 37.42835047, longitude: 127.0951233, distance: 1.44 },",,,,,
성남농협 하나로마트 대왕점,경기도 성남시 수정구 고등동 583 1층 일부 ,37.42851546,127.1012877,1.44,"{ name: '성남농협 하나로마트 대왕점', address: '경기도 성남시 수정구 고등동 583 1층 일부 ', latitude: 37.42851546, longitude: 127.1012877, distance: 1.44 },",,,,,
숙성회앤스시,경기도 성남시 수정구 고등동 592 판교밸리 호반써밋 226동 지1층 106호 ,37.42850627,127.0963261,1.44,"{ name: '숙성회앤스시', address: '경기도 성남시 수정구 고등동 592 판교밸리 호반써밋 226동 지1층 106호 ', latitude: 37.42850627, longitude: 127.0963261, distance: 1.44 },",,,,,
위치스(witch's),경기도 성남시 수정구 고등동 592 호반써밋 판교밸리 101호,37.42850627,127.0963261,1.44,"{ name: '위치스(witch's)', address: '경기도 성남시 수정구 고등동 592 호반써밋 판교밸리 101호', latitude: 37.42850627, longitude: 127.0963261, distance: 1.44 },",,,,,
이에프앤바(EF&BAR),"경기도 성남시 수정구 고등동 593-3 고산빌딩, 2층 일부 ",37.42811008,127.0938767,1.44,"{ name: '이에프앤바(EF&BAR)', address: '경기도 성남시 수정구 고등동 593-3 고산빌딩, 2층 일부 ', latitude: 37.42811008, longitude: 127.0938767, distance: 1.44 },",,,,,
젯블랙(JET BLACK),경기도 성남시 수정구 고등동 595 1층 일부 ,37.42826227,127.0944304,1.44,"{ name: '젯블랙(JET BLACK)', address: '경기도 성남시 수정구 고등동 595 1층 일부 ', latitude: 37.42826227, longitude: 127.0944304, distance: 1.44 },",,,,,
중앙식당,경기도 성남시 수정구 고등동 399-2 1층 ,37.42830758,127.1025601,1.44,"{ name: '중앙식당', address: '경기도 성남시 수정구 고등동 399-2 1층 ', latitude: 37.42830758, longitude: 127.1025601, distance: 1.44 },",,,,,
셰프작업소 맥주집,경기도 성남시 수정구 고등동 397-2 1층 ,37.42829354,127.1030508,1.45,"{ name: '셰프작업소 맥주집', address: '경기도 성남시 수정구 고등동 397-2 1층 ', latitude: 37.42829354, longitude: 127.1030508, distance: 1.45 },",,,,,
예술,경기도 성남시 수정구 고등동 594-2 1층 일부 ,37.42842779,127.0949918,1.45,"{ name: '예술', address: '경기도 성남시 수정구 고등동 594-2 1층 일부 ', latitude: 37.42842779, longitude: 127.0949918, distance: 1.45 },",,,,,
고기하나 고등점,경기도 성남시 수정구 고등동 594-1 1층 ,37.42850502,127.0948603,1.46,"{ name: '고기하나 고등점', address: '경기도 성남시 수정구 고등동 594-1 1층 ', latitude: 37.42850502, longitude: 127.0948603, distance: 1.46 },",,,,,
대왕가든,경기도 성남시 수정구 사송동 659-1 1층 ,37.42176484,127.1133171,1.46,"{ name: '대왕가든', address: '경기도 성남시 수정구 사송동 659-1 1층 ', latitude: 37.42176484, longitude: 127.1133171, distance: 1.46 },",,,,,
요아정 성남고등점,경기도 성남시 수정구 고등동 594-15 1층 ,37.42844134,127.0946084,1.46,"{ name: '요아정 성남고등점', address: '경기도 성남시 수정구 고등동 594-15 1층 ', latitude: 37.42844134, longitude: 127.0946084, distance: 1.46 },",,,,,
